dissemination id,org dissemination id,exec timestamp,action,cleared,collateralization,end user exception,bespoke swap,block trade,exec venue,effective date,end date,day count convention,settlement currency,asset class,asset subclass,contract type,contract subtype,taxonomy,price forming continuation data,underlying asset 1,underlying asset 2,price notation type,price notation,additional price notation type,additional price notation,unique product id,notional currency 1,notional currency amount 1,notional currency 2,notional currency amount 2,payment frequency,payment frequency 2,reset frequency,reset frequency 2,embedded option,option strike price,option type,option family,option currency,option premium,option lock period,option expiration date,submission timestamp,publication timestamp,ticker,cds version
'6569937026088697856','0',2018-06-22T15:51:04.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2033,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,3.011600,,0,InterestRate:IRSwap:FixedFloat,USD,5000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:51:06.000,2018-06-22T15:51:06.000,, 
'6569936403318964224','0',2018-06-22T15:48:39.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2020,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,-0.171000,,0,InterestRate:IRSwap:FixedFloat,EUR,200000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:48:41.000,2018-06-22T15:48:41.000,, 
'6569935076173807616','0',2018-06-22T15:43:29.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.968100,,0,InterestRate:IRSwap:FixedFloat,USD,2000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:43:32.000,2018-06-22T15:43:32.000,, 
'6569933968072507392','0',2018-06-22T15:39:12.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,0.887000,,0,InterestRate:IRSwap:FixedFloat,EUR,4000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:39:14.000,2018-06-22T15:39:14.000,, 
'6569933499920285696','0',2018-06-22T15:37:23.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.969620,,0,InterestRate:IRSwap:FixedFloat,USD,6000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:37:25.000,2018-06-22T15:37:25.000,, 
'6569933130553622528','0',2018-06-22T15:35:56.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,0.887600,,0,InterestRate:IRSwap:FixedFloat,EUR,26000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:35:59.000,2018-06-22T15:35:59.000,, 
'6569933066129113088','0',2018-06-22T15:35:42.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2030,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.991900,,0,InterestRate:IRSwap:FixedFloat,USD,3000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:35:44.000,2018-06-22T15:35:44.000,, 
'6569931966617747456','0',2018-06-22T15:31:26.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.965800,,0,InterestRate:IRSwap:FixedFloat,USD,57000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:31:28.000,2018-06-22T15:31:28.000,, 
'6569931524235853824','0',2018-06-22T15:29:43.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2020,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,-0.171600,,0,InterestRate:IRSwap:FixedFloat,EUR,260000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:29:45.000,2018-06-22T15:29:45.000,, 
'6569931365321801728','0',2018-06-22T15:29:05.000,New,C,UC,N,N,N,On,06/22/2018,06/22/2028,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.556600,,0,InterestRate:IRSwap:FixedFloat,GBP,60000000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:29:08.000,2018-06-22T15:29:08.000,, 
'6569931068969320448','0',2018-06-22T15:27:56.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.912400,,0,InterestRate:IRSwap:FixedFloat,USD,130000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:27:59.000,2018-06-22T15:27:59.000,, 
'6569931064674091008','0',2018-06-22T15:27:56.000,New,C,UC,N,N,N,On,06/27/2017,06/27/2022,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,1.821000,USD,5465214.000000,InterestRate:IRSwap:FixedFloat,USD,150000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:27:58.000,2018-06-22T15:27:58.000,, 
'6569930227155730432','0',2018-06-22T15:24:39.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2020,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.250000,USD,1615341.000000,InterestRate:IRSwap:FixedFloat,USD,130000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:24:43.000,2018-06-22T15:24:43.000,, 
'6569930222860238848','0',2018-06-22T15:24:39.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,1232419.000000,InterestRate:IRSwap:FixedFloat,USD,29000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:24:42.000,2018-06-22T15:24:42.000,, 
'6569930111191613440','0',2018-06-22T15:24:12.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2020,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.250000,USD,1616790.000000,InterestRate:IRSwap:FixedFloat,USD,130000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:24:16.000,2018-06-22T15:24:16.000,, 
'6569930106896121856','0',2018-06-22T15:24:12.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,1237122.000000,InterestRate:IRSwap:FixedFloat,USD,29000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:24:15.000,2018-06-22T15:24:15.000,, 
'6569928534938615808','0',2018-06-22T15:18:03.000,New,C,UC,N,N,N,On,12/19/2018,12/19/2048,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.500000,GBP,31189.000000,InterestRate:IRSwap:FixedFloat,GBP,700000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:18:09.000,2018-06-22T15:18:09.000,, 
'6569928526348156928','0',2018-06-22T15:18:03.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2048,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.750000,GBP,7435.000000,InterestRate:IRSwap:FixedFloat,GBP,400000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:18:07.000,2018-06-22T15:18:07.000,, 
'6569927280807903232','0',2018-06-22T15:13:15.000,New,C,UC,N,N,N,On,06/22/2018,06/22/2023,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.335300,,0,InterestRate:IRSwap:FixedFloat,GBP,100000000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:13:17.000,2018-06-22T15:13:17.000,, 
'6569927134779015168','0',2018-06-22T15:12:40.000,New,C,UC,N,N,N,On,07/13/2018,07/13/2025,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,0.784000,EUR,610129.000000,InterestRate:IRSwap:FixedFloat,EUR,37000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:12:43.000,2018-06-22T15:12:43.000,, 
'6569923118984855552','0',2018-06-22T14:57:04.000,New,C,UC,N,N,Y,On,06/26/2018,06/26/2020,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.805900,,0,InterestRate:IRSwap:FixedFloat,USD,460 MM+,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:57:08.000,2018-06-22T15:12:04.000,, 
'6569926868490780672','0',2018-06-22T15:11:38.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,2549419.000000,InterestRate:IRSwap:FixedFloat,USD,60000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:11:41.000,2018-06-22T15:11:41.000,, 
'6569926430404640768','0',2018-06-22T15:09:57.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.968400,,0,InterestRate:IRSwap:FixedFloat,USD,11000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:09:59.000,2018-06-22T15:09:59.000,, 
'6569926271490850816','0',2018-06-22T15:09:20.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2048,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.976500,,0,InterestRate:IRSwap:FixedFloat,USD,19000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:09:22.000,2018-06-22T15:09:22.000,, 
'6569925876353597440','0',2018-06-22T15:07:48.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2038,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,3.010820,,0,InterestRate:IRSwap:FixedFloat,USD,5000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:07:50.000,2018-06-22T15:07:50.000,, 
'6569925837698891776','0',2018-06-22T15:07:37.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.915000,,0,InterestRate:IRSwap:FixedFloat,USD,47000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:07:41.000,2018-06-22T15:07:41.000,, 
'6569925833404186624','0',2018-06-22T15:07:37.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.969500,,0,InterestRate:IRSwap:FixedFloat,USD,50000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:07:40.000,2018-06-22T15:07:40.000,, 
'6569925824813989888','0',2018-06-22T15:07:37.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2033,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,3.008470,,0,InterestRate:IRSwap:FixedFloat,USD,18000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:07:39.000,2018-06-22T15:07:39.000,, 
'6569925395317522432','0',2018-06-22T15:05:55.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.969300,,0,InterestRate:IRSwap:FixedFloat,USD,29000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:05:58.000,2018-06-22T15:05:58.000,, 
'6569920073853042688','0',2018-06-22T14:45:17.000,New,C,UC,N,N,Y,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.926660,,0,InterestRate:IRSwap:FixedFloat,USD,240 MM+,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:45:19.000,2018-06-22T15:00:17.000,, 
'6569923114689363968','0',2018-06-22T14:57:04.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.968300,,0,InterestRate:IRSwap:FixedFloat,USD,110000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:57:07.000,2018-06-22T14:57:07.000,, 
'6569923037380739072','0',2018-06-22T14:56:46.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.967200,,0,InterestRate:IRSwap:FixedFloat,USD,4000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:56:49.000,2018-06-22T14:56:49.000,, 
'6569921916393750528','0',2018-06-22T14:52:23.000,New,C,UC,N,N,N,On,12/27/2018,12/26/2019,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.868820,,0,InterestRate:IRSwap:FixedFloat,USD,460000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:52:28.000,2018-06-22T14:52:28.000,, 
'6569921907804078080','0',2018-06-22T14:52:23.000,New,C,UC,N,N,N,On,12/27/2018,12/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.968010,,0,InterestRate:IRSwap:FixedFloat,USD,98000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:52:26.000,2018-06-22T14:52:26.000,, 
'6569921693055451136','0',2018-06-22T14:51:31.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,0.257000,,0,InterestRate:IRSwap:FixedFloat,EUR,100000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T14:51:36.000,2018-06-22T14:51:36.000,, 
'6569921684466040832','0',2018-06-22T14:51:31.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,0.885000,,0,InterestRate:IRSwap:FixedFloat,EUR,51000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T14:51:34.000,2018-06-22T14:51:34.000,, 
'6569919923528663040','0',2018-06-22T14:44:41.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,2526840.000000,InterestRate:IRSwap:FixedFloat,USD,60000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:44:44.000,2018-06-22T14:44:44.000,, 
'6569919914939252736','0',2018-06-22T14:44:39.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2033,ACT/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.979100,,0,InterestRate:IRSwap:FixedFloat,USD,8000000.00,USD,,1Y,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:44:42.000,2018-06-22T14:44:42.000,, 
'6569919528392196096','0',2018-06-22T14:43:10.000,New,C,UC,N,N,N,On,06/29/2020,06/29/2022,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,3.002300,,0,InterestRate:IRSwap:FixedFloat,USD,25000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:43:13.000,2018-06-22T14:43:13.000,, 
'6569919382363308032','0',2018-06-22T14:42:36.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2043,30/360,CHF,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,CHF-LIBOR-BBA 6M,Percent,0.953000,,0,InterestRate:IRSwap:FixedFloat,CHF,2000000.00,CHF,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T14:42:38.000,2018-06-22T14:42:38.000,, 
'6569918905621938176','0',2018-06-22T14:40:44.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2022,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.902000,,0,InterestRate:IRSwap:FixedFloat,USD,25000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:40:47.000,2018-06-22T14:40:47.000,, 
'6569918128232333312','0',2018-06-22T14:37:44.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.965900,,0,InterestRate:IRSwap:FixedFloat,USD,11000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:37:46.000,2018-06-22T14:37:46.000,, 
'6569916436015742976','0',2018-06-22T14:31:09.000,New,C,UC,N,N,N,On,06/26/2023,06/26/2033,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,3.061000,,0,InterestRate:IRSwap:FixedFloat,USD,13000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:31:12.000,2018-06-22T14:31:12.000,, 
'6569916315756658688','0',2018-06-22T14:30:39.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.911170,,0,InterestRate:IRSwap:FixedFloat,USD,45000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:30:44.000,2018-06-22T14:30:44.000,, 
'6569916307166199808','0',2018-06-22T14:30:39.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2048,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.972760,,0,InterestRate:IRSwap:FixedFloat,USD,10000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:30:42.000,2018-06-22T14:30:42.000,, 
'6569915808950255616','0',2018-06-22T14:28:44.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.962250,,0,InterestRate:IRSwap:FixedFloat,USD,50000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:28:46.000,2018-06-22T14:28:46.000,, 
'6569915379453263872','0',2018-06-22T14:27:03.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2029,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.979300,,0,InterestRate:IRSwap:FixedFloat,USD,26000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:27:06.000,2018-06-22T14:27:06.000,, 
'6569915190474964992','0',2018-06-22T14:26:19.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,802983.000000,InterestRate:IRSwap:FixedFloat,USD,19000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:26:22.000,2018-06-22T14:26:22.000,, 
'6569914808223399936','0',2018-06-22T14:24:51.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2022,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.911800,,0,InterestRate:IRSwap:FixedFloat,USD,110000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:24:53.000,2018-06-22T14:24:53.000,, 
'6569914748093595648','0',2018-06-22T14:24:37.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.921700,,0,InterestRate:IRSwap:FixedFloat,USD,13000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:24:39.000,2018-06-22T14:24:39.000,, 
'6569913141775564800','0',2018-06-22T14:18:22.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.975500,,0,InterestRate:IRSwap:FixedFloat,USD,3000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:18:25.000,2018-06-22T14:18:25.000,, 
'6569912892667199488','0',2018-06-22T14:17:25.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,4569835.000000,InterestRate:IRSwap:FixedFloat,USD,110000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:17:27.000,2018-06-22T14:17:27.000,, 
'6569912652149555200','0',2018-06-22T14:16:28.000,New,C,UC,N,N,N,On,06/22/2018,06/22/2028,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.547000,,0,InterestRate:IRSwap:FixedFloat,GBP,3000000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T14:16:31.000,2018-06-22T14:16:31.000,, 
'6569912364386746368','0',2018-06-22T14:15:21.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2024,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.932000,,0,InterestRate:IRSwap:FixedFloat,USD,40000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:15:24.000,2018-06-22T14:15:24.000,, 
'6569912355796287488','0',2018-06-22T14:15:20.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2027,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,0.781000,,0,InterestRate:IRSwap:FixedFloat,EUR,11000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T14:15:22.000,2018-06-22T14:15:22.000,, 
'6569912287076810752','0',2018-06-22T14:15:03.000,New,C,UC,N,N,N,On,06/22/2018,06/22/2023,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.335530,,0,InterestRate:IRSwap:FixedFloat,GBP,4000000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T14:15:06.000,2018-06-22T14:15:06.000,, 
'6569911913414656000','0',2018-06-22T14:13:36.000,New,C,UC,N,N,N,On,06/20/2018,06/20/2048,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,65700.000000,InterestRate:IRSwap:FixedFloat,USD,600000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T14:13:39.000,2018-06-22T14:13:39.000,, 
